# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	2431
#@/user_id	5b754ccd-decf-4aa1-80f7-2bdb3ab9e58b
a 	啊	c=8 d=1.91803 t=2431
zhong 	種	c=1 d=0.0948935 t=2431
zhong dan 	重擔	c=1 d=0.00263203 t=2431
zhong guo 	中國	c=1 d=0.0141223 t=2431
zhong jian 	中間	c=1 d=0.0132336 t=2431
zhong wei zi 	中微子	c=1 d=0.066205 t=2431
zhong wu 	中午	c=1 d=0.00640933 t=2431
zhong yao 	重要	c=1 d=1 t=1932
zhou er 	週二	c=0 d=0.1 t=1808
zhou mo 	週末	c=1 d=0.0132999 t=2431
zhou wei 	周圍	c=1 d=0.453845 t=2431
zhu 	主	c=1 d=0.715338 t=2431
zhu 	住	c=1 d=1 t=2357
zhu de 	住的	c=1 d=1 t=1987
zhu yao 	主要	c=1 d=0.00882647 t=2431
zhu yao shi 	主要是	c=1 d=1 t=1609
zhu zhe 	住着	c=1 d=1 t=2349
zhua zhu 	抓住	c=1 d=0.67032 t=2431
zhuan huan 	轉換	c=6 d=1.06078 t=2431
zhuan le 	賺了	c=1 d=0.66034 t=2431
zhuang 	裝	c=1 d=1 t=1730
zhun bei 	準備	c=1 d=0.0157824 t=2431
zhun bei le 	準備了	c=1 d=1 t=2062
zhun que 	準確	c=1 d=0.0229371 t=2431
zi ji 	自己	c=5 d=0.273553 t=2431
zi qia 	自洽	c=1 d=0.118245 t=2431
zi ran 	自然	c=1 d=0.0147723 t=2431
zi ti 	字體	c=2 d=0.569511 t=2431
zi xu 	自詡	c=1 d=1 t=2255
zi yuan 	資源	c=0 d=0.000111936 t=2431
zong bu 	總部	c=1 d=0.00179994 t=2431
zong shi 	總是	c=2 d=1.03544 t=2301
zu 	組	c=1 d=0.0564161 t=2431
zu gou 	足夠	c=1 d=0.0642483 t=2431
zu li 	阻力	c=1 d=0.025223 t=2431
zu zu 	足足	c=1 d=0.00182715 t=2431
zui 	最	c=0 d=0.00109436 t=2431
zui hao 	最好	c=0 d=0.1 t=1724
zui hao kan 	最好看	c=1 d=1 t=1725
zui li hai 	最厲害	c=1 d=1 t=2206
zui nian qing 	最年輕	c=1 d=0.0109985 t=2431
zui yuan 	最遠	c=1 d=0.00119453 t=2431
zuo 	做	c=2 d=0.186652 t=2431
zuo chu lai 	做出來	c=1 d=0.0273237 t=2431
zuo guo 	做過	c=1 d=0.0209629 t=2431
zuo jia 	作家	c=1 d=1 t=2242
zuo le 	做了	c=1 d=0.0578443 t=2431
zuo tian 	昨天	c=2 d=0.671559 t=2431
zuo yi xie 	做一些	c=1 d=1 t=1524
zuo zhe 	坐着	c=1 d=1 t=2393
